date_hour,cnt
2012-12-03 13:00:00,339.2477
2012-12-03 14:00:00,304.04324
2012-12-03 15:00:00,340.4766
2012-12-03 16:00:00,530.0896
2012-12-03 17:00:00,743.0398
2012-12-03 18:00:00,660.29407
2012-12-03 19:00:00,405.67325
2012-12-03 20:00:00,269.696
2012-12-03 21:00:00,204.36003
2012-12-03 22:00:00,145.42862
2012-12-03 23:00:00,99.22294
2012-12-04 00:00:00,52.268665
2012-12-04 01:00:00,27.386711
2012-12-04 02:00:00,4.708946
2012-12-04 03:00:00,0.0
2012-12-04 04:00:00,1.9853024
2012-12-04 05:00:00,28.872198
2012-12-04 06:00:00,135.62874
2012-12-04 07:00:00,359.24933
2012-12-04 08:00:00,653.79047
2012-12-04 09:00:00,325.08182
2012-12-04 10:00:00,204.03055
2012-12-04 11:00:00,249.21643
2012-12-04 12:00:00,356.63837
2012-12-04 13:00:00,361.19986
2012-12-04 14:00:00,287.41852
2012-12-04 15:00:00,337.06897
2012-12-04 16:00:00,499.73904
2012-12-04 17:00:00,670.7567
2012-12-04 18:00:00,606.8976
2012-12-04 19:00:00,318.69803
2012-12-04 20:00:00,280.26233
2012-12-04 21:00:00,214.36424
2012-12-04 22:00:00,135.13641
2012-12-04 23:00:00,119.60776
2012-12-05 00:00:00,63.334137
2012-12-05 01:00:00,78.36141
2012-12-05 02:00:00,14.939528
2012-12-05 03:00:00,10.43389
2012-12-05 04:00:00,21.615639
2012-12-05 05:00:00,46.68248
2012-12-05 06:00:00,124.81429
2012-12-05 07:00:00,312.65317
2012-12-05 08:00:00,675.4191
2012-12-05 09:00:00,302.5236
2012-12-05 10:00:00,176.19035
2012-12-05 11:00:00,229.77034
2012-12-05 12:00:00,266.73355
2012-12-05 13:00:00,290.00885
2012-12-05 14:00:00,245.54413
2012-12-05 15:00:00,296.07004
2012-12-05 16:00:00,411.60245
2012-12-05 17:00:00,668.9882
2012-12-05 18:00:00,578.9816
2012-12-05 19:00:00,369.00137
2012-12-05 20:00:00,247.41624
2012-12-05 21:00:00,183.99298
2012-12-05 22:00:00,116.138794
2012-12-05 23:00:00,86.06462
2012-12-06 00:00:00,46.361744
2012-12-06 01:00:00,16.81777
2012-12-06 02:00:00,0.0
2012-12-06 03:00:00,0.0
2012-12-06 04:00:00,0.0
2012-12-06 05:00:00,25.811443
2012-12-06 06:00:00,127.40357
2012-12-06 07:00:00,337.20557
2012-12-06 08:00:00,646.7838
2012-12-06 09:00:00,278.1049
2012-12-06 10:00:00,174.24435
2012-12-06 11:00:00,201.67366
2012-12-06 12:00:00,256.81207
2012-12-06 13:00:00,258.15378
2012-12-06 14:00:00,226.82054
2012-12-06 15:00:00,264.16913
2012-12-06 16:00:00,352.0204
2012-12-06 17:00:00,607.9155
2012-12-06 18:00:00,532.75714
2012-12-06 19:00:00,364.46378
2012-12-06 20:00:00,241.75073
2012-12-06 21:00:00,174.65398
2012-12-06 22:00:00,124.29272
2012-12-06 23:00:00,97.937294
2012-12-07 00:00:00,47.04104
2012-12-07 01:00:00,21.600054
2012-12-07 02:00:00,7.491273
2012-12-07 03:00:00,4.594138
2012-12-07 04:00:00,2.7438548
2012-12-07 05:00:00,25.673187
2012-12-07 06:00:00,125.39721
2012-12-07 07:00:00,255.47295
2012-12-07 08:00:00,658.1247
2012-12-07 09:00:00,294.18738
2012-12-07 10:00:00,199.61363
2012-12-07 11:00:00,238.22675
2012-12-07 12:00:00,270.94186
2012-12-07 13:00:00,273.72656
2012-12-07 14:00:00,252.24591
2012-12-07 15:00:00,265.76254
2012-12-07 16:00:00,364.2317
2012-12-07 17:00:00,614.25916
2012-12-07 18:00:00,526.7228
2012-12-07 19:00:00,343.7042
2012-12-07 20:00:00,188.18083
2012-12-07 21:00:00,166.23717
2012-12-07 22:00:00,121.443344
2012-12-07 23:00:00,95.52621
2012-12-08 00:00:00,120.29161
2012-12-08 01:00:00,69.4209
2012-12-08 02:00:00,59.355328
2012-12-08 03:00:00,20.885206
2012-12-08 04:00:00,0.0
2012-12-08 05:00:00,0.0
2012-12-08 06:00:00,16.145668
2012-12-08 07:00:00,100.72454
2012-12-08 08:00:00,129.94875
2012-12-08 09:00:00,238.49083
2012-12-08 10:00:00,283.96085
2012-12-08 11:00:00,301.5691
2012-12-08 12:00:00,361.29373
2012-12-08 13:00:00,357.64932
2012-12-08 14:00:00,306.68338
2012-12-08 15:00:00,426.9754
2012-12-08 16:00:00,358.02127
2012-12-08 17:00:00,189.12944
2012-12-08 18:00:00,142.083
2012-12-08 19:00:00,146.63765
2012-12-08 20:00:00,193.6747
2012-12-08 21:00:00,138.97362
2012-12-08 22:00:00,134.20206
2012-12-08 23:00:00,113.16477
2012-12-09 00:00:00,119.65727
2012-12-09 01:00:00,72.69825
2012-12-09 02:00:00,61.807987
2012-12-09 03:00:00,20.228983
2012-12-09 04:00:00,1.6055588
2012-12-09 05:00:00,0.0
2012-12-09 06:00:00,0.28996485
2012-12-09 07:00:00,0.0
2012-12-09 08:00:00,1.461984
2012-12-09 09:00:00,208.79984
2012-12-09 10:00:00,250.94237
2012-12-09 11:00:00,262.56378
2012-12-09 12:00:00,387.27655
2012-12-09 13:00:00,330.89468
2012-12-09 14:00:00,319.23624
2012-12-09 15:00:00,232.03152
2012-12-09 16:00:00,159.4168
2012-12-09 17:00:00,38.632973
2012-12-09 18:00:00,8.26724
2012-12-09 19:00:00,39.31149
2012-12-09 20:00:00,100.26689
2012-12-09 21:00:00,104.448685
2012-12-09 22:00:00,53.498173
2012-12-09 23:00:00,67.940544
2012-12-10 00:00:00,38.592926
2012-12-10 01:00:00,17.857641
2012-12-10 02:00:00,1.1273363
2012-12-10 03:00:00,0.0
2012-12-10 04:00:00,1.7576895
2012-12-10 05:00:00,27.746315
2012-12-10 06:00:00,135.21921
2012-12-10 07:00:00,331.96487
2012-12-10 08:00:00,613.60474
2012-12-10 09:00:00,279.81757
2012-12-10 10:00:00,155.1319
2012-12-10 11:00:00,66.28205
2012-12-10 12:00:00,100.61894
2012-12-10 13:00:00,97.64248
2012-12-10 14:00:00,178.81339
2012-12-10 15:00:00,223.77635
2012-12-10 16:00:00,269.87653
2012-12-10 17:00:00,473.6867
2012-12-10 18:00:00,386.5384
2012-12-10 19:00:00,385.79736
2012-12-10 20:00:00,258.8283
2012-12-10 21:00:00,190.74736
2012-12-10 22:00:00,129.72958
2012-12-10 23:00:00,89.218315
2012-12-11 00:00:00,44.36684
2012-12-11 01:00:00,23.939873
2012-12-11 02:00:00,9.194566
2012-12-11 03:00:00,0.0
2012-12-11 04:00:00,4.404409
2012-12-11 05:00:00,22.343391
2012-12-11 06:00:00,116.99047
2012-12-11 07:00:00,352.60275
2012-12-11 08:00:00,647.2842
2012-12-11 09:00:00,282.8381
2012-12-11 10:00:00,186.61363
2012-12-11 11:00:00,201.8264
2012-12-11 12:00:00,224.78929
2012-12-11 13:00:00,251.34152
2012-12-11 14:00:00,222.82542
2012-12-11 15:00:00,252.07642
2012-12-11 16:00:00,352.44772
2012-12-11 17:00:00,599.00696
2012-12-11 18:00:00,551.39734
2012-12-11 19:00:00,359.6317
2012-12-11 20:00:00,243.54393
2012-12-11 21:00:00,179.85904
2012-12-11 22:00:00,117.12814
2012-12-11 23:00:00,98.46588
2012-12-12 00:00:00,49.908627
2012-12-12 01:00:00,15.254814
2012-12-12 02:00:00,0.3844756
2012-12-12 03:00:00,0.0
2012-12-12 04:00:00,2.6563866
2012-12-12 05:00:00,27.23719
2012-12-12 06:00:00,121.91158
2012-12-12 07:00:00,340.9335
2012-12-12 08:00:00,654.868
2012-12-12 09:00:00,285.59702
2012-12-12 10:00:00,176.86719
2012-12-12 11:00:00,203.36847
2012-12-12 12:00:00,252.2115
2012-12-12 13:00:00,249.23497
2012-12-12 14:00:00,225.00046
2012-12-12 15:00:00,254.25148
2012-12-12 16:00:00,354.62274
2012-12-12 17:00:00,592.2198
2012-12-12 18:00:00,526.14484
2012-12-12 19:00:00,348.0983
2012-12-12 20:00:00,248.65092
2012-12-12 21:00:00,172.0712
2012-12-12 22:00:00,114.64109
2012-12-12 23:00:00,94.332634
2012-12-13 00:00:00,47.469955
2012-12-13 01:00:00,18.759409
2012-12-13 02:00:00,6.057945
2012-12-13 03:00:00,2.889969
2012-12-13 04:00:00,3.5137174
2012-12-13 05:00:00,28.46441
2012-12-13 06:00:00,130.2777
2012-12-13 07:00:00,338.7825
2012-12-13 08:00:00,654.874
2012-12-13 09:00:00,280.65582
2012-12-13 10:00:00,181.04019
2012-12-13 11:00:00,219.03554
2012-12-13 12:00:00,263.50583
2012-12-13 13:00:00,259.8797
2012-12-13 14:00:00,238.87254
2012-12-13 15:00:00,269.47482
2012-12-13 16:00:00,357.6064
2012-12-13 17:00:00,607.14905
2012-12-13 18:00:00,549.73816
2012-12-13 19:00:00,373.44055
2012-12-13 20:00:00,269.21893
2012-12-13 21:00:00,193.37488
2012-12-13 22:00:00,128.31009
2012-12-13 23:00:00,101.95464
2012-12-14 00:00:00,48.062218
2012-12-14 01:00:00,19.601852
2012-12-14 02:00:00,4.099245
2012-12-14 03:00:00,0.7678945
2012-12-14 04:00:00,2.2873175
2012-12-14 05:00:00,23.915462
2012-12-14 06:00:00,128.04124
2012-12-14 07:00:00,342.69305
2012-12-14 08:00:00,653.87115
2012-12-14 09:00:00,279.359
2012-12-14 10:00:00,186.69794
2012-12-14 11:00:00,236.67224
2012-12-14 12:00:00,292.20813
2012-12-14 13:00:00,284.0395
2012-12-14 14:00:00,289.31815
2012-12-14 15:00:00,290.45645
2012-12-14 16:00:00,373.66565
2012-12-14 17:00:00,606.6981
2012-12-14 18:00:00,539.84753
2012-12-14 19:00:00,353.04785
2012-12-14 20:00:00,254.20271
2012-12-14 21:00:00,176.60175
2012-12-14 22:00:00,124.9912
2012-12-14 23:00:00,104.78708
2012-12-15 00:00:00,117.946815
2012-12-15 01:00:00,61.732197
2012-12-15 02:00:00,57.649246
2012-12-15 03:00:00,15.074217
2012-12-15 04:00:00,0.0
2012-12-15 05:00:00,0.0
2012-12-15 06:00:00,13.954677
2012-12-15 07:00:00,123.24838
2012-12-15 08:00:00,164.04993
2012-12-15 09:00:00,258.46243
2012-12-15 10:00:00,336.19327
2012-12-15 11:00:00,409.56195
2012-12-15 12:00:00,457.2128
2012-12-15 13:00:00,442.88132
2012-12-15 14:00:00,456.10135
2012-12-15 15:00:00,440.15198
2012-12-15 16:00:00,402.55493
2012-12-15 17:00:00,395.0375
2012-12-15 18:00:00,328.27325
2012-12-15 19:00:00,228.93944
2012-12-15 20:00:00,198.23584
2012-12-15 21:00:00,161.50925
2012-12-15 22:00:00,151.04276
2012-12-15 23:00:00,108.71636
2012-12-16 00:00:00,117.45751
2012-12-16 01:00:00,53.533504
2012-12-16 02:00:00,53.588223
2012-12-16 03:00:00,15.118087
2012-12-16 04:00:00,0.0
2012-12-16 05:00:00,0.0
2012-12-16 06:00:00,2.7374246
2012-12-16 07:00:00,62.554317
2012-12-16 08:00:00,101.32398
2012-12-16 09:00:00,221.67978
2012-12-16 10:00:00,272.26227
2012-12-16 11:00:00,292.9269
2012-12-16 12:00:00,407.84088
2012-12-16 13:00:00,410.88715
2012-12-16 14:00:00,384.47607
2012-12-16 15:00:00,382.03595
2012-12-16 16:00:00,312.84238
2012-12-16 17:00:00,189.88892
2012-12-16 18:00:00,37.22736
2012-12-16 19:00:00,92.30073
2012-12-16 20:00:00,168.93312
2012-12-16 21:00:00,103.14036
2012-12-16 22:00:00,96.90121
2012-12-16 23:00:00,88.312836
2012-12-17 00:00:00,39.674988
2012-12-17 01:00:00,13.934265
2012-12-17 02:00:00,0.0
2012-12-17 03:00:00,0.0
2012-12-17 04:00:00,0.0
2012-12-17 05:00:00,22.080969
2012-12-17 06:00:00,129.03313
2012-12-17 07:00:00,339.85318
2012-12-17 08:00:00,628.21735
2012-12-17 09:00:00,280.83197
2012-12-17 10:00:00,155.15755
2012-12-17 11:00:00,164.35669
2012-12-17 12:00:00,199.43971
2012-12-17 13:00:00,196.46324
2012-12-17 14:00:00,172.43608
2012-12-17 15:00:00,210.78014
2012-12-17 16:00:00,113.69923
2012-12-17 17:00:00,402.0441
2012-12-17 18:00:00,376.09042
2012-12-17 19:00:00,287.32034
2012-12-17 20:00:00,233.87059
2012-12-17 21:00:00,178.74251
2012-12-17 22:00:00,119.8111
2012-12-17 23:00:00,56.252262
2012-12-18 00:00:00,50.693012
2012-12-18 01:00:00,24.952276
2012-12-18 02:00:00,6.2875586
2012-12-18 03:00:00,0.0
2012-12-18 04:00:00,3.1055539
2012-12-18 05:00:00,27.060774
2012-12-18 06:00:00,135.38141
2012-12-18 07:00:00,346.2178
2012-12-18 08:00:00,644.5083
2012-12-18 09:00:00,285.78568
2012-12-18 10:00:00,189.94547
2012-12-18 11:00:00,242.52983
2012-12-18 12:00:00,197.10312
2012-12-18 13:00:00,292.56494
2012-12-18 14:00:00,240.83852
2012-12-18 15:00:00,269.634
2012-12-18 16:00:00,344.9532
2012-12-18 17:00:00,609.827
2012-12-18 18:00:00,548.54694
2012-12-18 19:00:00,352.40616
2012-12-18 20:00:00,242.94049
2012-12-18 21:00:00,189.04646
2012-12-18 22:00:00,120.99289
2012-12-18 23:00:00,97.25105
2012-12-19 00:00:00,41.738495
2012-12-19 01:00:00,13.134431
2012-12-19 02:00:00,0.0
2012-12-19 03:00:00,0.0
2012-12-19 04:00:00,0.0
2012-12-19 05:00:00,22.333605
2012-12-19 06:00:00,120.65101
2012-12-19 07:00:00,324.04645
2012-12-19 08:00:00,644.00464
2012-12-19 09:00:00,252.77135
2012-12-19 10:00:00,172.91377
2012-12-19 11:00:00,220.09625
2012-12-19 12:00:00,255.86827
2012-12-19 13:00:00,257.49744
2012-12-19 14:00:00,233.00601
2012-12-19 15:00:00,256.5325
2012-12-19 16:00:00,332.7308
2012-12-19 17:00:00,605.3152
2012-12-19 18:00:00,522.9374
2012-12-19 19:00:00,357.24005
2012-12-19 20:00:00,260.66254
2012-12-19 21:00:00,175.89052
2012-12-19 22:00:00,136.30415
2012-12-19 23:00:00,96.7109
